O,8.0,14.0,12.0,0.33
O,8.0,14.0,13.0,0.15
F,9.0,2.0,1.0,170.27
F,9.0,3.0,1.0,201.77
F,9.0,4.0,1.0,212.8
F,9.0,5.0,1.0,217.9
F,9.0,6.0,1.0,220.67
F,9.0,7.0,1.0,222.34
F,9.0,8.0,1.0,223.43
F,9.0,9.0,1.0,224.17
F,9.0,10.0,1.0,224.7
F,9.0,11.0,1.0,225.1
F,9.0,12.0,1.0,225.4
F,9.0,13.0,1.0,225.63
F,9.0,14.0,1.0,225.81
F,9.0,3.0,2.0,31.5
F,9.0,4.0,2.0,42.52
F,9.0,5.0,2.0,47.63
F,9.0,6.0,2.0,50.4
F,9.0,7.0,2.0,52.07
F,9.0,8.0,2.0,53.15
F,9.0,9.0,2.0,53.9
F,9.0,10.0,2.0,54.43
F,9.0,11.0,2.0,54.82
F,9.0,12.0,2.0,55.12
F,9.0,13.0,2.0,55.36
F,9.0,14.0,2.0,55.54
F,9.0,4.0,3.0,11.02
F,9.0,5.0,3.0,16.13
F,9.0,6.0,3.0,18.9
F,9.0,7.0,3.0,20.57
F,9.0,8.0,3.0,21.65
F,9.0,9.0,3.0,22.4
F,9.0,10.0,3.0,22.93
F,9.0,11.0,3.0,23.32
F,9.0,12.0,3.0,23.62
F,9.0,13.0,3.0,23.85
F,9.0,14.0,3.0,24.04
F,9.0,5.0,4.0,5.1
F,9.0,6.0,4.0,7.87
F,9.0,7.0,4.0,9.54
