obs_id,object,event_file,pixel,t_exp_s,time_start,time_end,time_span,n_all,rate_all,n_both_pass,rate_both_pass,n_large_only,rate_large_only,n_small_only,rate_small_only,n_both_flag,rate_both_flag
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,16,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,6215,0.12359301407765741,6180,0.1228969954947583,33,0.0006562460924477385,2,3.977249045137809e-05,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,17,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,130626,2.5976606688508572,130317,2.591515819076119,89,0.001769875825086325,220,0.00437497394965159,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,18,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,116112,2.3090317056452063,115889,2.3045970729598775,47,0.0009346535256073851,176,0.0034999791597212716,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,19,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,7171,0.14260426451341615,7099,0.14117245485716653,67,0.001332378430121166,5,9.943122612844522e-05,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,20,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,23471,0.46675006169214756,23393,0.4651989345645438,68,0.001352264675346855,10,0.00019886245225689045,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,21,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,4638,0.09223240535674579,4611,0.09169547673565219,26,0.0005170423758679151,1,1.9886245225689045e-05,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,22,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,11794,0.2345383761917766,11750,0.23366338140184628,40,0.0007954498090275618,4,7.954498090275618e-05,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,23,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,2091,0.04158213876691579,1990,0.039573627999121196,101,0.0020085107677945933,0,0.0,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,24,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,4242,0.08435745224737293,4196,0.08344268496699123,44,0.0008749947899303179,2,3.977249045137809e-05,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,25,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,24588,0.4889629976092422,24509,0.4873919842364128,73,0.0014516959014753002,6,0.00011931747135413427,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,26,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,5988,0.119078836411426,5932,0.11796520667878742,56,0.0011136297326385864,0,0.0,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,27,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,7947,0.15803599080855082,7937,0.15783712835629393,8,0.00015908996180551236,2,3.977249045137809e-05,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,28,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,22244,0.4423496388002271,22208,0.4416337339721023,21,0.0004176111497394699,15,0.0002982936783853357,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,29,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,4042,0.08038020320223511,3928,0.07811317124650656,114,0.002267031955728551,0,0.0,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,30,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,2256,0.04486336922915449,2144,0.042636109763877314,112,0.002227259465277173,0,0.0,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,31,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,10731,0.21339929751686915,10698,0.2127430514244214,29,0.0005767011115449823,4,7.954498090275618e-05,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,32,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,4455,0.0885932224804447,4424,0.08797674887844834,31,0.0006164736019963604,0,0.0,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,33,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,24579,0.488784021402211,24569,0.48858515894995413,2,3.977249045137809e-05,8,0.00015908996180551236,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,34,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,7232,0.14381732547218318,7231,0.14379743922695748,0,0.0,1,1.9886245225689045e-05,0,0.0
900001010,4U1630-472,small_large_xa900001010rsl_p0px1000_uf_noBL_prevnext_cutclgti_clgti_stdcut.evt,35,50286.01370701194,161746311.0120718,161845317.90328768,99006.89121589065,126487,2.51535149986173,126228,2.510200962348277,29,0.0005767011115449823,230,0.00457383640190848,0,0.0
